股票简称,股票代码,上市日期,发行价,最新价,发行中签率,总发行数,首日涨幅
凯格精机,301338,2022-08-16 00:00:00,46.33,41.73,0.0185878901,1900,-4.92
智微智能,001339,2022-08-15 00:00:00,16.86,26.54,0.0336855058,6175,-1.23
海光信息,688041,2022-08-12 00:00:00,36,57.28,0.05936873,30000,-3.16
趣睡科技,301336,2022-08-12 00:00:00,37.53,50.43,0.0129140258,1000,-3.11
麦澜德,688273,2022-08-11 00:00:00,40.29,36.09,0.03733904,2500,2.67
维海德,301318,2022-08-10 00:00:00,64.68,31.47,0.0193109034,1736,-1.63
满坤科技,301132,2022-08-10 00:00:00,26.8,28.57,0.0205758998,3687,-1.24
德科立,688205,2022-08-09 00:00:00,48.51,58.72,0.03594922,2432,-2.41
工大科雅,301197,2022-08-08 00:00:00,25.5,24.6,0.0188229395,3013.5,-2.26
紫建电子,301121,2022-08-08 00:00:00,61.07,45.98,0.017442436,1770.08,-2.17
魅视科技,001229,2022-08-08 00:00:00,21.71,30.19,0.0225518528,2500,-1.85
中微半导,688380,2022-08-05 00:00:00,30.86,28.76,0.03662809,6300,-1.81
盟科药业-U,688373,2022-08-05 00:00:00,8.16,7.68,0.04436865,13000,-1.54
江波龙,301308,2022-08-05 00:00:00,55.67,102.61,0.0235407974,4200,2.62
广立微,301095,2022-08-05 00:00:00,58,70.33,0.0228591514,5000,-2.21
弘业期货,001236,2022-08-05 00:00:00,1.86,14.37,0.0486672706,10077.7778,-2.18
快可电子,301278,2022-08-04 00:00:00,34.84,57.45,0.0138335353,1600,-2.36
菲沃泰,688371,2022-08-02 00:00:00,18.54,20.38,0.04250388,8386.8089,3.29
诺思格,301333,2022-08-02 00:00:00,78.88,52.06,0.0147006592,1500,-1.77
北路智控,301195,2022-08-01 00:00:00,71.17,43.75,0.0197081208,2192.029,-2.58
晶华微,688130,2022-07-29 00:00:00,62.98,43.49,0.03517239,1664,-1.78
常润股份,603201,2022-07-29 00:00:00,30.56,22.38,0.01643943,1987.3334,0.09
华大九天,301269,2022-07-29 00:00:00,32.69,102.78,0.028765293,10858.8354,-0.05
英诺特,688253,2022-07-28 00:00:00,26.06,22.8,0.0331126,3402,-0.65
立新能源,001258,2022-07-27 00:00:00,3.38,9.28,0.0838551142,23333.3334,-0.43
西测测试,301306,2022-07-26 00:00:00,43.23,39.74,0.0196478395,2110,2.58
益方生物-U,688382,2022-07-25 00:00:00,18.12,14.63,0.04509015,11500,0.76
晋拓股份,603211,2022-07-25 00:00:00,6.55,15.16,0.04206648,6795.2,2.02
楚环科技,001336,2022-07-25 00:00:00,22.96,26.75,0.0217693991,2009.35,-0.89
国博电子,688375,2022-07-22 00:00:00,70.88,76.0,0.0428386,4001,-0.42
隆达股份,688231,2022-07-22 00:00:00,39.08,25.13,0.04186306,6171.4286,-0.87
中科蓝讯,688332,2022-07-15 00:00:00,91.66,67.55,0.03509109,3000,-0.73
宝立食品,603170,2022-07-15 00:00:00,10.05,19.0,0.04021371,4001,-0.31
劲旅环境,001230,2022-07-15 00:00:00,34.51,25.14,0.0251821653,2784.8337,-2.33
华盛锂电,688353,2022-07-13 00:00:00,98.35,35.1,0.03276161,2800,-1.04
天新药业,603235,2022-07-12 00:00:00,36.88,30.41,0.04226724,4378,-0.49
智立方,301312,2022-07-11 00:00:00,72.33,86.24,0.0125373518,1023.5691,-3.64
思科瑞,688053,2022-07-08 00:00:00,55.53,59.25,0.03436896,2500,0.61
中科环保,301175,2022-07-08 00:00:00,3.82,5.98,0.056163679,36721.9884,-0.99
元道通信,301139,2022-07-08 00:00:00,38.46,26.78,0.0187490769,3040,-1.0
奥比中光-UW,688322,2022-07-07 00:00:00,30.99,33.73,0.03590285,4000.1,-1.52
中亦科技,301208,2022-07-07 00:00:00,46.06,33.97,0.014005501,1666.67,-4.66
凌云光,688400,2022-07-06 00:00:00,21.93,26.02,0.04021329,9000,-0.54
盛帮股份,301233,2022-07-06 00:00:00,41.52,43.9,0.017372046,1287,5.02
普瑞眼科,301239,2022-07-05 00:00:00,33.65,107.43,0.0211126831,3740.4762,5.72
五洲医疗,301234,2022-07-05 00:00:00,26.23,30.8,0.0141213919,1700,-0.13
超卓航科,688237,2022-07-01 00:00:00,41.27,45.99,0.03347961,2240.0828,-2.54
德明利,001309,2022-07-01 00:00:00,26.54,73.29,0.0137746495,2000,-0.29
福元医药,601089,2022-06-30 00:00:00,14.62,16.34,0.06706069,12000,0.37
联合精密,001268,2022-06-30 00:00:00,19.25,22.34,0.0245844645,2698.3334,-0.4
中无人机,688297,2022-06-29 00:00:00,32.35,49.59,0.0461261,13500,1.7
信邦智能,301112,2022-06-29 00:00:00,27.53,31.69,0.0193806983,2756.665,0.99
龙芯中科,688047,2022-06-24 00:00:00,60.06,97.8,0.03693577,4100,-1.26
润贝航科,001316,2022-06-24 00:00:00,29.2,35.97,0.0136919416,2000,0.78
华如科技,301302,2022-06-23 00:00:00,52.03,35.73,0.0205206249,2637,-1.3
慕思股份,001323,2022-06-23 00:00:00,38.93,36.5,0.0358573008,4001,-2.51
三一重能,688349,2022-06-22 00:00:00,29.8,32.52,0.04744388,18828.5715,1.69
国缆检测,301289,2022-06-22 00:00:00,33.55,36.88,0.0137055748,1500,0.96
亚香股份,301220,2022-06-22 00:00:00,35.98,34.51,0.0183172818,2020,-1.06
拓山重工,001226,2022-06-22 00:00:00,24.66,31.43,0.0134268405,1866.67,0.19
瑞泰新材,301238,2022-06-17 00:00:00,19.18,20.05,0.039567364,18333.33,-1.13
美农生物,301156,2022-06-17 00:00:00,23.48,17.25,0.0159445591,2000,-0.63
侨源股份,301286,2022-06-14 00:00:00,16.91,29.5,0.0263081264,4001,-1.01
昱能科技,688348,2022-06-08 00:00:00,163,164.89,0.04723147,2000,-2.27
华海清科,688120,2022-06-08 00:00:00,136.66,195.36,0.04404097,2666.67,-2.65
宇邦新材,301266,2022-06-08 00:00:00,26.86,59.88,0.0217614974,2600,-1.27
腾亚精工,301125,2022-06-08 00:00:00,22.49,19.73,0.0189897116,1810,0.25
井松智能,688251,2022-06-06 00:00:00,35.62,28.98,0.03450944,1485.7116,-0.79
中钢洛耐,688119,2022-06-06 00:00:00,5.06,5.72,0.05300948,22500,-0.87
东利机械,301298,2022-06-06 00:00:00,12.68,16.36,0.0228240462,3680,1.93
翔楼新材,301160,2022-06-06 00:00:00,31.56,35.77,0.0199761652,1866.6667,1.07
铖昌科技,001270,2022-06-06 00:00:00,21.68,82.86,0.0280964806,2795.35,-2.29
云从科技-UW,688327,2022-05-27 00:00:00,15.37,17.39,0.0483009,11243,3.33
必易微,688045,2022-05-26 00:00:00,55.15,53.0,0.03902767,1726.23,-2.56
菲菱科思,301191,2022-05-26 00:00:00,72,84.53,0.0162115178,1334,-3.37
东田微,301183,2022-05-24 00:00:00,22.92,61.94,0.0172089198,2000,-1.71
瑜欣电子,301107,2022-05-24 00:00:00,25.64,30.63,0.0167050177,1837,-1.26
思特威-W,688213,2022-05-20 00:00:00,31.51,45.59,0.04274135,4001,-8.14
联翔股份,603272,2022-05-20 00:00:00,13.64,17.73,0.03271443,2590.675,0.0
阳光乳业,001318,2022-05-20 00:00:00,9.46,14.44,0.0418204957,7070,-2.37
中科江南,301153,2022-05-18 00:00:00,33.68,65.48,0.0229474177,2700,1.8
普蕊斯,301257,2022-05-17 00:00:00,46.8,54.18,0.0170385769,1500,-1.47
江苏华辰,603097,2022-05-12 00:00:00,8.53,22.75,0.04007138,4000,0.18
铭科精技,001319,2022-05-12 00:00:00,14.89,21.57,0.0337645875,3535,4.4
嘉环科技,603206,2022-05-06 00:00:00,14.53,16.55,0.0486935,7630,-2.65
景业智能,688290,2022-04-29 00:00:00,33.89,60.53,0.03816435,2060,2.19
德龙激光,688170,2022-04-29 00:00:00,30.18,41.98,0.03649485,2584,0.72
国能日新,301162,2022-04-29 00:00:00,45.13,73.8,0.0218978884,1773,0.39
永泰运,001228,2022-04-29 00:00:00,30.46,40.4,0.0266252375,2597,-0.83
禾川科技,688320,2022-04-28 00:00:00,23.66,37.13,0.03945005,3776,-3.36
望变电气,603191,2022-04-28 00:00:00,11.86,20.22,0.05098338,8329.1852,0.8
艾布鲁,301259,2022-04-26 00:00:00,18.39,15.35,0.020924425,3000,-1.79
药康生物,688046,2022-04-25 00:00:00,22.53,19.4,0.04063817,5000,-1.32
赛微微电,688325,2022-04-22 00:00:00,74.55,39.54,0.04647166,2000,-1.15
纳芯微,688052,2022-04-22 00:00:00,230,145.08,0.0421875,2526.6,0.4
清研环境,301288,2022-04-22 00:00:00,19.09,24.3,0.0192910997,2701,10.96
欧圣电气,301187,2022-04-22 00:00:00,21.33,16.99,0.022684486,4565.2,-0.23
中国海油,600938,2022-04-21 00:00:00,10.8,18.83,0.42697013,260000,0.37
中一科技,301150,2022-04-21 00:00:00,163.56,45.65,0.0190896483,1683.7,-0.57
嘉戎技术,301148,2022-04-21 00:00:00,38.39,23.72,0.0204548983,2913,-5.38
峰岹科技,688279,2022-04-20 00:00:00,82,111.8,0.04216971,2309.085,-2.34
拓荆科技,688072,2022-04-20 00:00:00,71.88,321.79,0.04355663,3161.98,-0.09
杰创智能,301248,2022-04-20 00:00:00,39.07,20.34,0.01936714,2562,-2.07
经纬恒润-W,688326,2022-04-19 00:00:00,121,140.56,0.03875391,3000,2.85
英集芯,688209,2022-04-19 00:00:00,24.23,16.39,0.03983981,4200,-1.62
联盛化学,301212,2022-04-19 00:00:00,29.67,33.74,0.0190579712,2700,-1.29
宏德股份,301163,2022-04-19 00:00:00,26.27,28.42,0.0179187791,2040,1.36
新特电气,301120,2022-04-19 00:00:00,13.73,13.89,0.0228971969,6192,0.73
安达智能,688125,2022-04-15 00:00:00,60.55,47.6,0.03407833,2020.202,-1.08
金道科技,301279,2022-04-13 00:00:00,31.2,25.81,0.01875294,2500,-1.79
军信股份,301109,2022-04-13 00:00:00,34.81,17.39,0.0235579301,6834,0.23
海创药业-U,688302,2022-04-12 00:00:00,42.92,51.36,0.03693276,2476,1.04
唯捷创芯,688153,2022-04-12 00:00:00,66.6,62.36,0.0389072,4008,-2.41
瑞德智能,301135,2022-04-12 00:00:00,31.98,23.88,0.0186433308,2548.8,-0.67
冠龙节能,301151,2022-04-11 00:00:00,30.82,18.57,0.0215166222,4200,-0.91
普源精电,688337,2022-04-08 00:00:00,60.88,53.54,0.03933508,3032.7389,-0.63
铭利达,301268,2022-04-07 00:00:00,28.5,33.79,0.023331304,4001,-1.37
天益医疗,301097,2022-04-07 00:00:00,52.37,45.01,0.0171000739,1473.6842,-1.64
中复神鹰,688295,2022-04-06 00:00:00,29.33,35.05,0.04162791,10000,-1.1
长光华芯,688048,2022-04-01 00:00:00,80.8,75.68,0.03832601,3390,-2.49
荣昌生物,688331,2022-03-31 00:00:00,48,69.98,0.03784759,5442.6301,1.05
仁度生物,688193,2022-03-30 00:00:00,72.65,45.29,0.03077313,1000,-0.64
泰恩康,301263,2022-03-29 00:00:00,19.93,20.03,0.0214354958,5910,-0.4
富士莱,301258,2022-03-29 00:00:00,48.3,39.65,0.0165597961,2292,-1.05
万凯新材,301216,2022-03-29 00:00:00,35.68,15.71,0.0244610613,8585,-1.69
兆讯传媒,301102,2022-03-28 00:00:00,39.88,23.79,0.0201708707,5000,-2.74
鹿山新材,603051,2022-03-25 00:00:00,25.79,40.9,0.02669597,2300.3,-1.06
祥明智能,301226,2022-03-25 00:00:00,29.66,24.73,0.012770659,1700,-3.06
兴通股份,603209,2022-03-24 00:00:00,21.52,21.58,0.03598311,5000,-0.6
首药控股-U,688197,2022-03-23 00:00:00,39.9,51.49,0.03555684,3718,1.76
和顺科技,301237,2022-03-23 00:00:00,56.69,29.56,0.0175222343,2000,-1.79
均普智能,688306,2022-03-22 00:00:00,5.08,5.28,0.05619545,30707.07,-0.38
和元生物,688238,2022-03-22 00:00:00,13.23,11.14,0.03616551,10000,-3.47
华融化学,301256,2022-03-22 00:00:00,8.05,9.15,0.0289755794,12000,-0.33
哈焊华通,301137,2022-03-22 00:00:00,15.37,16.94,0.0197217881,4545.34,4.18
何氏眼科,301103,2022-03-22 00:00:00,42.5,39.35,0.0175675132,3050,0.13
理工导航,688282,2022-03-18 00:00:00,65.21,42.8,0.03118101,2200,-0.93
莱特光电,688150,2022-03-18 00:00:00,22.05,18.55,0.03539129,4024.3759,-1.75
康冠科技,001308,2022-03-18 00:00:00,48.84,27.47,0.0325405321,4248.75,0.62
格灵深瞳,688207,2022-03-17 00:00:00,39.49,22.02,0.03614789,4624.5205,-0.99
腾远钴业,301219,2022-03-17 00:00:00,173.98,38.7,0.0183098173,3148.69,-0.9
斯瑞新材,688102,2022-03-16 00:00:00,10.48,11.54,0.03395215,4001,-2.2
高凌信息,688175,2022-03-15 00:00:00,51.68,34.43,0.02955238,2322.6595,-0.26
立航科技,603261,2022-03-15 00:00:00,19.7,33.49,0.01407704,1925,1.58
软通动力,301236,2022-03-15 00:00:00,72.88,22.96,0.0240136105,6352.9412,0.09
思林杰,688115,2022-03-14 00:00:00,65.65,33.12,0.03034707,1667,-0.63
聚赛龙,301131,2022-03-14 00:00:00,30,39.51,0.0114066074,1195.2152,-0.9
赛伦生物,688163,2022-03-11 00:00:00,33.03,21.32,0.02899879,2706,-0.84
青木股份,301110,2022-03-11 00:00:00,63.1,48.86,0.0161758954,1666.6667,0.53
万控智造,603070,2022-03-10 00:00:00,9.42,17.55,0.04096935,6000,-1.63
浙江恒威,301222,2022-03-09 00:00:00,33.98,28.7,0.0168184444,2533.34,-2.08
中汽股份,301215,2022-03-08 00:00:00,3.8,6.5,0.0458564037,33060,0.46
华秦科技,688281,2022-03-07 00:00:00,189.5,188.26,0.03173426,1666.6668,-8.66
华是科技,301218,2022-03-07 00:00:00,33.18,31.18,0.0130493517,1900.6667,-12.12
大族数控,301200,2022-02-28 00:00:00,76.56,39.25,0.0229416382,4200,-0.66
宏英智能,001266,2022-02-28 00:00:00,38.61,26.66,0.0199679282,1836,-0.41
西点药业,301130,2022-02-23 00:00:00,22.55,28.89,0.0169092842,2020.0986,-0.65
金徽股份,603132,2022-02-22 00:00:00,10.8,12.08,0.05075763,9800,0.42
纽泰格,301229,2022-02-22 00:00:00,20.28,32.82,0.013356908,2000,3.08
标榜股份,301181,2022-02-21 00:00:00,40.25,31.43,0.0167833842,2250,8.27
比依股份,603215,2022-02-18 00:00:00,12.5,19.18,0.03066363,4666.5,-0.57
华兰疫苗,301207,2022-02-18 00:00:00,56.88,34.7,0.0214201484,4001,-0.46
中触媒,688267,2022-02-16 00:00:00,41.9,21.35,0.03120491,4405,-1.48
合富中国,603122,2022-02-16 00:00:00,4.19,8.3,0.04491921,9951.32,-0.72
粤海饲料,001313,2022-02-16 00:00:00,5.38,8.52,0.0483649951,10000,-0.35
坤恒顺维,688283,2022-02-15 00:00:00,33.8,68.66,0.03251616,2100,0.97
东微半导,688261,2022-02-10 00:00:00,130,122.14,0.03197318,1684.4092,-1.85
三元生物,301206,2022-02-10 00:00:00,109.3,30.78,0.0190644864,3372.1,-1.06
亚信安全,688225,2022-02-09 00:00:00,30.51,19.36,0.0333916,4001,-0.31
华康医疗,301235,2022-01-28 00:00:00,39.3,28.19,0.0172242766,2640,-0.42
实朴检测,301228,2022-01-28 00:00:00,20.08,16.4,0.0168669761,3000,-0.36
骏成科技,301106,2022-01-28 00:00:00,37.75,36.45,0.0121772814,1814.6667,1.22
臻镭科技,688270,2022-01-27 00:00:00,61.88,55.16,0.03015041,2731,-1.62
纬德信息,688171,2022-01-27 00:00:00,28.68,21.84,0.02768231,2094.34,-1.49
铜冠铜箔,301217,2022-01-27 00:00:00,17.27,13.58,0.0361345285,20725.3886,-1.02
晶科能源,688223,2022-01-26 00:00:00,5,12.37,0.14962127,200000,-0.56
采纳股份,301122,2022-01-26 00:00:00,50.31,35.32,0.0165705967,2350.88,-2.83
百合股份,603102,2022-01-25 00:00:00,42.14,43.21,0.01321845,1600,-0.58
奕东电子,301123,2022-01-25 00:00:00,37.23,24.93,0.02018264,5840,-0.84
万朗磁塑,603150,2022-01-24 00:00:00,34.19,27.5,0.02392092,2075,1.03
希荻微,688173,2022-01-21 00:00:00,33.57,20.61,0.0331147,4001,-1.48
诚达药业,301201,2022-01-20 00:00:00,72.69,25.75,0.0171143683,2417.4035,-0.73
迈威生物-U,688062,2022-01-18 00:00:00,34.8,22.58,0.03592675,9990,1.39
益客食品,301116,2022-01-18 00:00:00,11.4,16.29,0.0200856861,4489.796,-2.22
德石股份,301158,2022-01-17 00:00:00,15.64,18.25,0.0171741368,3759.27,2.13
佳缘科技,301117,2022-01-17 00:00:00,46.8,53.03,0.0158040437,2307.33,-0.49
兰州银行,001227,2022-01-17 00:00:00,3.57,3.0,0.1354603019,56956.9717,4.53
翱捷科技-U,688220,2022-01-14 00:00:00,164.54,76.67,0.03239551,4183.0089,0.08
星辉环材,300834,2022-01-13 00:00:00,55.57,24.09,0.0185617796,4842.81,-0.5
创耀科技,688259,2022-01-12 00:00:00,66.6,63.31,0.02735284,2000,-0.74
天岳先进,688234,2022-01-12 00:00:00,82.79,69.24,0.03347212,4297.1105,0.9
唯科科技,301196,2022-01-11 00:00:00,64.08,34.09,0.0176475384,3120,-0.58
招标股份,301136,2022-01-11 00:00:00,10.52,15.59,0.0199057675,6880.1205,-1.76
泰慕士,001234,2022-01-11 00:00:00,16.53,28.95,0.0198742005,2666.67,7.22
亚虹医药-U,688176,2022-01-07 00:00:00,22.98,11.82,0.03524432,11000,-0.25
三维天地,301159,2022-01-07 00:00:00,30.28,38.38,0.0122296541,1935,-2.09
国芯科技,688262,2022-01-06 00:00:00,41.98,38.53,0.03072623,6000,-2.08
中国移动,600941,2022-01-05 00:00:00,57.58,94.2,0.12411863,84570,-0.42
汇通集团,603176,2021-12-31 00:00:00,1.7,6.76,0.05122019,11666,-1.31
春立医疗,688236,2021-12-30 00:00:00,29.81,26.37,0.02693401,3842.8,0.27
品高股份,688227,2021-12-30 00:00:00,37.09,21.72,0.02693597,2826.3819,-1.85
天源环保,301127,2021-12-30 00:00:00,12.03,10.61,0.0251614158,10250,-0.19
南模生物,688265,2021-12-28 00:00:00,84.62,38.33,0.03090081,1949.09,-0.78
概伦电子,688206,2021-12-28 00:00:00,28.28,24.91,0.03174716,4338.0445,-2.77
奥尼电子,301189,2021-12-28 00:00:00,66.18,30.3,0.0166563654,3000,-1.3
优宁维,301166,2021-12-28 00:00:00,86.06,44.6,0.016100099,2166.6668,1.57
统联精密,688210,2021-12-27 00:00:00,42.76,18.46,0.02586632,2000,-3.15
炬光科技,688167,2021-12-24 00:00:00,78.69,99.11,0.02731173,2249,-1.09
内蒙新华,603230,2021-12-24 00:00:00,11.15,12.45,0.03802078,8838.1,-2.12
善水科技,301190,2021-12-24 00:00:00,27.85,19.31,0.0187494189,5366,-2.47
长江材料,001296,2021-12-24 00:00:00,25.56,21.97,0.0177706071,2055,-0.45
永安期货,600927,2021-12-23 00:00:00,17.97,16.94,0.05723207,14555.5556,-0.88
超达装备,301186,2021-12-23 00:00:00,28.12,37.49,0.0115704818,1820,-0.03
凯旺科技,301182,2021-12-23 00:00:00,27.12,22.19,0.0158191144,2396,-1.07
南网科技,688248,2021-12-22 00:00:00,12.24,33.16,0.03230565,8470,-1.1
光庭信息,301221,2021-12-22 00:00:00,69.89,59.0,0.015941105,2315.56,0.46
亨迪药业,301211,2021-12-22 00:00:00,25.8,24.64,0.019107427,6000,-2.3
雅艺科技,301113,2021-12-22 00:00:00,31.18,30.59,0.0114964409,1750,-1.83
禾迈股份,688032,2021-12-20 00:00:00,557.8,325.68,0.02886891,1000,-1.78
百诚医药,301096,2021-12-20 00:00:00,79.6,59.93,0.016786529,2704.1667,-0.37
风光股份,301100,2021-12-17 00:00:00,27.81,21.29,0.0182750254,5000,-3.45
物产环能,603071,2021-12-16 00:00:00,15.42,16.86,0.04695389,10043.18,0.3
明月镜片,301101,2021-12-16 00:00:00,26.91,40.02,0.0167986836,3358.54,-1.06
百济神州-U,688235,2021-12-15 00:00:00,192.6,126.64,0.03515023,11505.526,4.02
梦天家居,603216,2021-12-15 00:00:00,16.86,13.75,0.03178457,5536,-1.5
迪阿股份,301177,2021-12-15 00:00:00,116.88,35.75,0.0201033256,4001,-1.13
华研精机,301138,2021-12-15 00:00:00,26.17,34.47,0.0155822875,3000,-1.49
嘉和美康,688246,2021-12-14 00:00:00,39.5,34.21,0.02833004,3446.9376,-2.7
迪哲医药-U,688192,2021-12-10 00:00:00,52.58,34.99,0.03039654,4000.01,1.16
东芯股份,688110,2021-12-10 00:00:00,30.18,35.97,0.03509186,11056.244,-1.86
通灵股份,301168,2021-12-10 00:00:00,39.08,56.3,0.0158128926,3000,0.77
家联科技,301193,2021-12-09 00:00:00,30.73,18.47,0.0159955544,3000,-1.39
泽宇智能,301179,2021-12-08 00:00:00,43.99,28.37,0.0168218029,3300,0.71
迈赫股份,301199,2021-12-07 00:00:00,29.28,26.31,0.0163468504,3334,0.08
达嘉维康,301126,2021-12-07 00:00:00,12.37,14.09,0.0189264017,5162.6425,3.6
粤万年青,301111,2021-12-07 00:00:00,10.48,19.62,0.0170755674,4000,-0.25
华强科技,688151,2021-12-06 00:00:00,35.09,20.24,0.03219768,8620.62,0.25
观想科技,301213,2021-12-06 00:00:00,31.5,45.54,0.0122521992,2000,4.71
建研设计,301167,2021-12-06 00:00:00,26.33,19.65,0.0126400846,2000,-5.26
洁雅股份,301108,2021-12-03 00:00:00,57.27,36.35,0.0154287835,2030.2458,-2.21
喜悦智行,301198,2021-12-02 00:00:00,21.76,14.56,0.0155117081,2500,-3.96
芯导科技,688230,2021-12-01 00:00:00,134.81,43.02,0.02798147,1500,-2.47
鼎阳科技,688112,2021-12-01 00:00:00,46.6,47.5,0.02737705,2666.67,-1.6
三羊马,001317,2021-11-30 00:00:00,16,37.41,0.0183985854,2001,-0.85
炬芯科技,688049,2021-11-29 00:00:00,42.98,31.66,0.03104426,3050,-2.28
云路股份,688190,2021-11-26 00:00:00,46.63,81.2,0.02906509,3000,-0.45
华塑股份,600935,2021-11-26 00:00:00,3.94,3.87,0.1148678,38599,-0.77
金钟股份,301133,2021-11-26 00:00:00,14.33,28.21,0.0152125039,2653,10.58
海力风电,301155,2021-11-24 00:00:00,60.66,67.7,0.02024409,5434.8,-0.54
富佳股份,603219,2021-11-22 00:00:00,9.56,12.88,0.03325996,4100,-2.2
正强股份,301119,2021-11-22 00:00:00,17.88,30.35,0.0125855007,2000,20.01
雅创电子,301099,2021-11-22 00:00:00,21.99,49.27,0.0147572163,2000,2.37
鸥玛软件,301185,2021-11-19 00:00:00,11.88,26.82,0.0183685766,3836,-2.9
盛美上海,688082,2021-11-18 00:00:00,85,99.36,0.03598501,4335.5753,-3.11
安旭生物,688075,2021-11-18 00:00:00,78.28,40.92,0.0296921,1533.34,-0.99
恒光股份,301118,2021-11-18 00:00:00,22.7,27.72,0.0160837454,2667,-1.88
新点软件,688232,2021-11-17 00:00:00,48.49,46.6,0.03429044,8250,-1.75
灿勤科技,688182,2021-11-16 00:00:00,10.5,21.64,0.03265833,10000,-2.13
浙江黎明,603048,2021-11-16 00:00:00,17.37,17.19,0.02812718,3672,3.43
万祥科技,301180,2021-11-16 00:00:00,12.2,16.37,0.0199453778,4001,-0.12
澳华内镜,688212,2021-11-15 00:00:00,22.5,61.0,0.02915168,3334,-2.27
诺唯赞,688105,2021-11-15 00:00:00,55,30.14,0.03515723,4001,-0.89
安路科技,688107,2021-11-12 00:00:00,26,52.43,0.03345324,5010,-2.13
天亿马,301178,2021-11-12 00:00:00,48.66,31.13,0.0110071727,1177.8,-3.29
金埔园林,301098,2021-11-12 00:00:00,12.36,13.53,0.0166750612,2640,-8.64
镇洋发展,603213,2021-11-11 00:00:00,5.99,12.11,0.03964842,6526,0.08
力诺特玻,301188,2021-11-11 00:00:00,13,15.36,0.0200017251,5810.9777,-4.0
巨一科技,688162,2021-11-10 00:00:00,46,39.48,0.02960286,3425,-1.15
隆华新材,301149,2021-11-10 00:00:00,10.07,10.95,0.0224746614,7000,-0.73
强瑞技术,301128,2021-11-10 00:00:00,29.82,31.65,0.0135738076,1847.17,-1.16
零点有数,301169,2021-11-03 00:00:00,19.39,41.47,0.0115451151,1805.9944,-1.94
瑞纳智能,301129,2021-11-02 00:00:00,55.66,36.21,0.0112022731,1842,-1.44
争光股份,301092,2021-11-02 00:00:00,36.31,27.11,0.0151246759,3333.3334,0.82
华兰股份,301093,2021-11-01 00:00:00,58.08,34.41,0.015374493,3366.6667,0.29
运机集团,001288,2021-11-01 00:00:00,14.55,17.17,0.0217521223,4000,-0.41
深城交,301091,2021-10-29 00:00:00,36.5,18.91,0.015513091,4000,2.94
成大生物,688739,2021-10-28 00:00:00,110,33.72,0.02856125,4165,1.05
戎美股份,301088,2021-10-28 00:00:00,33.16,17.35,0.0181367987,5700,-2.03
精进电动-UW,688280,2021-10-27 00:00:00,13.78,8.7,0.03218908,14755.5,2.72
新锐股份,688257,2021-10-27 00:00:00,62.3,27.69,0.02556699,2320,-1.21
盛泰集团,605138,2021-10-27 00:00:00,9.97,8.84,0.03385073,5556,-0.34
拓新药业,301089,2021-10-27 00:00:00,19.11,63.27,0.0146066139,3150,0.03
久盛电气,301082,2021-10-27 00:00:00,15.48,16.84,0.0159596752,4041.2353,-0.3
汇宇制药-W,688553,2021-10-26 00:00:00,38.87,13.99,0.02872418,6360,-1.34
中科微至,688211,2021-10-26 00:00:00,90.2,41.12,0.02621253,3300,-0.29
华润材料,301090,2021-10-26 00:00:00,10.45,10.99,0.0306019932,22191.2483,-1.08
凯尔达,688255,2021-10-25 00:00:00,47.11,28.68,0.02598442,1960.3653,0.74
福莱蒽特,605566,2021-10-25 00:00:00,32.21,24.0,0.02266323,3334,-2.6
可孚医疗,301087,2021-10-25 00:00:00,93.09,44.64,0.0167278817,4000,0.27
中自科技,688737,2021-10-22 00:00:00,70.9,30.37,0.02566555,2150.8744,-0.2
德昌股份,605555,2021-10-21 00:00:00,32.35,17.86,0.02633618,5000,0.85
百胜智能,301083,2021-10-21 00:00:00,9.08,18.31,0.0158238977,4446.6667,-0.81
